this is log msg 0 Fri Nov  9 13:26:11 2018 
this is log msg 4385 Fri Nov  9 13:33:43 2018 
this is log msg 4386 Fri Nov  9 13:33:43 2018 
this is log msg 4387 Fri Nov  9 13:33:43 2018 
this is log msg 4388 Fri Nov  9 13:33:43 2018 
this is log msg 4389 Fri Nov  9 13:33:43 2018 
this is log msg 4390 Fri Nov  9 13:33:43 2018 
this is log msg 4391 Fri Nov  9 13:33:44 2018 
this is log msg 4392 Fri Nov  9 13:33:44 2018 
this is log msg 4393 Fri Nov  9 13:33:44 2018 
this is log msg 4394 Fri Nov  9 13:33:44 2018 
this is log msg 4395 Fri Nov  9 13:33:44 2018 
this is log msg 4396 Fri Nov  9 13:33:44 2018 
this is log msg 4397 Fri Nov  9 13:33:44 2018 
this is log msg 4398 Fri Nov  9 13:33:44 2018 
this is log msg 4399 Fri Nov  9 13:33:44 2018 
this is log msg 4400 Fri Nov  9 13:33:44 2018 
this is log msg 4401 Fri Nov  9 13:33:45 2018 
this is log msg 4402 Fri Nov  9 13:33:45 2018 
this is log msg 4403 Fri Nov  9 13:33:45 2018 
this is log msg 4404 Fri Nov  9 13:33:45 2018 
this is log msg 4405 Fri Nov  9 13:33:45 2018 
this is log msg 4406 Fri Nov  9 13:33:45 2018 
this is log msg 4407 Fri Nov  9 13:33:45 2018 
this is log msg 4408 Fri Nov  9 13:33:45 2018 
this is log msg 4409 Fri Nov  9 13:33:45 2018 
this is log msg 4410 Fri Nov  9 13:33:46 2018 
this is log msg 4411 Fri Nov  9 13:33:46 2018 
this is log msg 4412 Fri Nov  9 13:33:46 2018 
this is log msg 4413 Fri Nov  9 13:33:46 2018 
this is log msg 4414 Fri Nov  9 13:33:46 2018 
this is log msg 4415 Fri Nov  9 13:33:46 2018 
this is log msg 4416 Fri Nov  9 13:33:46 2018 
this is log msg 4417 Fri Nov  9 13:33:46 2018 
this is log msg 4418 Fri Nov  9 13:33:46 2018 
this is log msg 4419 Fri Nov  9 13:33:46 2018 
this is log msg 4420 Fri Nov  9 13:33:47 2018 
this is log msg 4421 Fri Nov  9 13:33:47 2018 
this is log msg 4422 Fri Nov  9 13:33:47 2018 
this is log msg 4423 Fri Nov  9 13:33:47 2018 
this is log msg 4424 Fri Nov  9 13:33:47 2018 
this is log msg 4425 Fri Nov  9 13:33:47 2018 
this is log msg 4426 Fri Nov  9 13:33:47 2018 
this is log msg 4427 Fri Nov  9 13:33:47 2018 
this is log msg 4428 Fri Nov  9 13:33:47 2018 
this is log msg 4429 Fri Nov  9 13:33:47 2018 
this is log msg 4430 Fri Nov  9 13:33:48 2018 
this is log msg 4431 Fri Nov  9 13:33:48 2018 
this is log msg 4432 Fri Nov  9 13:33:48 2018 
this is log msg 4433 Fri Nov  9 13:33:48 2018 
this is log msg 4434 Fri Nov  9 13:33:48 2018 
this is log msg 4435 Fri Nov  9 13:33:48 2018 
this is log msg 4436 Fri Nov  9 13:33:48 2018 
this is log msg 4437 Fri Nov  9 13:33:48 2018 
this is log msg 4438 Fri Nov  9 13:33:48 2018 
this is log msg 4439 Fri Nov  9 13:33:49 2018 
this is log msg 4440 Fri Nov  9 13:33:49 2018 
this is log msg 4441 Fri Nov  9 13:33:49 2018 
this is log msg 4442 Fri Nov  9 13:33:49 2018 
this is log msg 4443 Fri Nov  9 13:33:49 2018 
this is log msg 4444 Fri Nov  9 13:33:49 2018 
this is log msg 4445 Fri Nov  9 13:33:49 2018 
this is log msg 4446 Fri Nov  9 13:33:49 2018 
this is log msg 4447 Fri Nov  9 13:33:49 2018 
this is log msg 4448 Fri Nov  9 13:33:49 2018 
this is log msg 4449 Fri Nov  9 13:33:50 2018 
this is log msg 4450 Fri Nov  9 13:33:50 2018 
this is log msg 4451 Fri Nov  9 13:33:50 2018 
this is log msg 4452 Fri Nov  9 13:33:50 2018 
this is log msg 4453 Fri Nov  9 13:33:50 2018 
this is log msg 4454 Fri Nov  9 13:33:50 2018 
this is log msg 4455 Fri Nov  9 13:33:50 2018 
this is log msg 4456 Fri Nov  9 13:33:50 2018 
this is log msg 4457 Fri Nov  9 13:33:50 2018 
this is log msg 4458 Fri Nov  9 13:33:50 2018 
this is log msg 4459 Fri Nov  9 13:33:51 2018 
this is log msg 4460 Fri Nov  9 13:33:51 2018 
this is log msg 4461 Fri Nov  9 13:33:51 2018 
this is log msg 4462 Fri Nov  9 13:33:51 2018 
this is log msg 4463 Fri Nov  9 13:33:51 2018 
this is log msg 4464 Fri Nov  9 13:33:51 2018 
this is log msg 4465 Fri Nov  9 13:33:51 2018 
this is log msg 4466 Fri Nov  9 13:33:51 2018 
this is log msg 4467 Fri Nov  9 13:33:51 2018 
this is log msg 4468 Fri Nov  9 13:33:52 2018 
this is log msg 4469 Fri Nov  9 13:33:52 2018 
this is log msg 4470 Fri Nov  9 13:33:52 2018 
this is log msg 4471 Fri Nov  9 13:33:52 2018 
this is log msg 4472 Fri Nov  9 13:33:52 2018 
this is log msg 4473 Fri Nov  9 13:33:52 2018 
this is log msg 4474 Fri Nov  9 13:33:52 2018 
this is log msg 4475 Fri Nov  9 13:33:52 2018 
this is log msg 4476 Fri Nov  9 13:33:52 2018 
this is log msg 4477 Fri Nov  9 13:33:52 2018 
this is log msg 4478 Fri Nov  9 13:33:53 2018 
this is log msg 4479 Fri Nov  9 13:33:53 2018 
this is log msg 4480 Fri Nov  9 13:33:53 2018 
this is log msg 4481 Fri Nov  9 13:33:53 2018 
this is log msg 4482 Fri Nov  9 13:33:53 2018 
this is log msg 4483 Fri Nov  9 13:33:53 2018 
this is log msg 4484 Fri Nov  9 13:33:53 2018 
this is log msg 4485 Fri Nov  9 13:33:53 2018 
this is log msg 4486 Fri Nov  9 13:33:53 2018 
this is log msg 4487 Fri Nov  9 13:33:53 2018 
this is log msg 4488 Fri Nov  9 13:33:54 2018 
this is log msg 4489 Fri Nov  9 13:33:54 2018 
this is log msg 4490 Fri Nov  9 13:33:54 2018 
this is log msg 4491 Fri Nov  9 13:33:54 2018 
this is log msg 4492 Fri Nov  9 13:33:54 2018 
this is log msg 4493 Fri Nov  9 13:33:54 2018 
this is log msg 4494 Fri Nov  9 13:33:54 2018 
this is log msg 4495 Fri Nov  9 13:33:54 2018 
this is log msg 4496 Fri Nov  9 13:33:54 2018 
this is log msg 4497 Fri Nov  9 13:33:54 2018 
this is log msg 4498 Fri Nov  9 13:33:55 2018 
this is log msg 4499 Fri Nov  9 13:33:55 2018 
this is log msg 4500 Fri Nov  9 13:33:55 2018 
this is log msg 4501 Fri Nov  9 13:33:55 2018 
this is log msg 4502 Fri Nov  9 13:33:55 2018 
this is log msg 4503 Fri Nov  9 13:33:55 2018 
this is log msg 4504 Fri Nov  9 13:33:55 2018 
this is log msg 4505 Fri Nov  9 13:33:55 2018 
this is log msg 4506 Fri Nov  9 13:33:55 2018 
this is log msg 4507 Fri Nov  9 13:33:56 2018 
this is log msg 4508 Fri Nov  9 13:33:56 2018 
this is log msg 4509 Fri Nov  9 13:33:56 2018 
this is log msg 4510 Fri Nov  9 13:33:56 2018 
this is log msg 4511 Fri Nov  9 13:33:56 2018 
this is log msg 4512 Fri Nov  9 13:33:56 2018 
this is log msg 4513 Fri Nov  9 13:33:56 2018 
this is log msg 4514 Fri Nov  9 13:33:56 2018 
this is log msg 4515 Fri Nov  9 13:33:56 2018 
this is log msg 4516 Fri Nov  9 13:33:56 2018 
this is log msg 4517 Fri Nov  9 13:33:57 2018 
this is log msg 4518 Fri Nov  9 13:33:57 2018 
this is log msg 4519 Fri Nov  9 13:33:57 2018 
this is log msg 4520 Fri Nov  9 13:33:57 2018 
this is log msg 4521 Fri Nov  9 13:33:57 2018 
this is log msg 4522 Fri Nov  9 13:33:57 2018 
this is log msg 4523 Fri Nov  9 13:33:57 2018 
this is log msg 4524 Fri Nov  9 13:33:57 2018 
this is log msg 4525 Fri Nov  9 13:33:57 2018 
this is log msg 4526 Fri Nov  9 13:33:57 2018 
this is log msg 4527 Fri Nov  9 13:33:58 2018 
this is log msg 4528 Fri Nov  9 13:33:58 2018 
this is log msg 4529 Fri Nov  9 13:33:58 2018 
this is log msg 4530 Fri Nov  9 13:33:58 2018 
this is log msg 4531 Fri Nov  9 13:33:58 2018 
this is log msg 4532 Fri Nov  9 13:33:58 2018 
this is log msg 4533 Fri Nov  9 13:33:58 2018 
this is log msg 4534 Fri Nov  9 13:33:58 2018 
this is log msg 4535 Fri Nov  9 13:33:58 2018 
this is log msg 4536 Fri Nov  9 13:33:59 2018 
this is log msg 4537 Fri Nov  9 13:33:59 2018 
this is log msg 4538 Fri Nov  9 13:33:59 2018 
this is log msg 4539 Fri Nov  9 13:33:59 2018 
this is log msg 4540 Fri Nov  9 13:33:59 2018 
this is log msg 4541 Fri Nov  9 13:33:59 2018 
this is log msg 4542 Fri Nov  9 13:33:59 2018 
this is log msg 4543 Fri Nov  9 13:33:59 2018 
this is log msg 4544 Fri Nov  9 13:33:59 2018 
this is log msg 4545 Fri Nov  9 13:33:59 2018 
this is log msg 4546 Fri Nov  9 13:34:00 2018 
this is log msg 4547 Fri Nov  9 13:34:00 2018 
this is log msg 4548 Fri Nov  9 13:34:00 2018 
this is log msg 4549 Fri Nov  9 13:34:00 2018 
this is log msg 4550 Fri Nov  9 13:34:00 2018 
this is log msg 4551 Fri Nov  9 13:34:00 2018 
this is log msg 4552 Fri Nov  9 13:34:00 2018 
this is log msg 4553 Fri Nov  9 13:34:00 2018 
this is log msg 4554 Fri Nov  9 13:34:00 2018 
this is log msg 4555 Fri Nov  9 13:34:00 2018 
this is log msg 4556 Fri Nov  9 13:34:01 2018 
this is log msg 4557 Fri Nov  9 13:34:01 2018 
this is log msg 4558 Fri Nov  9 13:34:01 2018 
this is log msg 4559 Fri Nov  9 13:34:01 2018 
this is log msg 4560 Fri Nov  9 13:34:01 2018 
this is log msg 4561 Fri Nov  9 13:34:01 2018 
this is log msg 4562 Fri Nov  9 13:34:01 2018 
this is log msg 4563 Fri Nov  9 13:34:01 2018 
this is log msg 4564 Fri Nov  9 13:34:01 2018 
this is log msg 4565 Fri Nov  9 13:34:01 2018 
this is log msg 4566 Fri Nov  9 13:34:02 2018 
this is log msg 4567 Fri Nov  9 13:34:02 2018 
this is log msg 4568 Fri Nov  9 13:34:02 2018 
this is log msg 4569 Fri Nov  9 13:34:02 2018 
this is log msg 4570 Fri Nov  9 13:34:02 2018 
this is log msg 4571 Fri Nov  9 13:34:02 2018 
this is log msg 4572 Fri Nov  9 13:34:02 2018 
this is log msg 4573 Fri Nov  9 13:34:02 2018 
this is log msg 4574 Fri Nov  9 13:34:02 2018 
this is log msg 4575 Fri Nov  9 13:34:03 2018 
this is log msg 4576 Fri Nov  9 13:34:03 2018 
this is log msg 4577 Fri Nov  9 13:34:03 2018 
this is log msg 4578 Fri Nov  9 13:34:03 2018 
this is log msg 4579 Fri Nov  9 13:34:03 2018 
this is log msg 4580 Fri Nov  9 13:34:03 2018 
this is log msg 4581 Fri Nov  9 13:34:03 2018 
this is log msg 4582 Fri Nov  9 13:34:03 2018 
this is log msg 4583 Fri Nov  9 13:34:03 2018 
this is log msg 4584 Fri Nov  9 13:34:03 2018 
this is log msg 4585 Fri Nov  9 13:34:04 2018 
this is log msg 4586 Fri Nov  9 13:34:04 2018 
this is log msg 4587 Fri Nov  9 13:34:04 2018 
this is log msg 4588 Fri Nov  9 13:34:04 2018 
this is log msg 4589 Fri Nov  9 13:34:04 2018 
this is log msg 4590 Fri Nov  9 13:34:04 2018 
this is log msg 4591 Fri Nov  9 13:34:04 2018 
this is log msg 4592 Fri Nov  9 13:34:04 2018 
this is log msg 4593 Fri Nov  9 13:34:04 2018 
this is log msg 4594 Fri Nov  9 13:34:04 2018 
this is log msg 4595 Fri Nov  9 13:34:05 2018 
this is log msg 4596 Fri Nov  9 13:34:05 2018 
this is log msg 4597 Fri Nov  9 13:34:05 2018 
this is log msg 4598 Fri Nov  9 13:34:05 2018 
this is log msg 4599 Fri Nov  9 13:34:05 2018 
this is log msg 4600 Fri Nov  9 13:34:05 2018 
this is log msg 4601 Fri Nov  9 13:34:05 2018 
this is log msg 4602 Fri Nov  9 13:34:05 2018 
this is log msg 4603 Fri Nov  9 13:34:05 2018 
this is log msg 4604 Fri Nov  9 13:34:05 2018 
this is log msg 4605 Fri Nov  9 13:34:06 2018 
this is log msg 4606 Fri Nov  9 13:34:06 2018 
this is log msg 4607 Fri Nov  9 13:34:06 2018 
this is log msg 4608 Fri Nov  9 13:34:06 2018 
this is log msg 4609 Fri Nov  9 13:34:06 2018 
this is log msg 4610 Fri Nov  9 13:34:06 2018 
this is log msg 4611 Fri Nov  9 13:34:06 2018 
this is log msg 4612 Fri Nov  9 13:34:06 2018 
this is log msg 4613 Fri Nov  9 13:34:06 2018 
this is log msg 4614 Fri Nov  9 13:34:07 2018 
this is log msg 4615 Fri Nov  9 13:34:07 2018 
this is log msg 4616 Fri Nov  9 13:34:07 2018 
this is log msg 4617 Fri Nov  9 13:34:07 2018 
this is log msg 4618 Fri Nov  9 13:34:07 2018 
this is log msg 4619 Fri Nov  9 13:34:07 2018 
this is log msg 4620 Fri Nov  9 13:34:07 2018 
this is log msg 4621 Fri Nov  9 13:34:07 2018 
this is log msg 4622 Fri Nov  9 13:34:07 2018 
this is log msg 4623 Fri Nov  9 13:34:07 2018 
this is log msg 4624 Fri Nov  9 13:34:08 2018 
this is log msg 4625 Fri Nov  9 13:34:08 2018 
this is log msg 4626 Fri Nov  9 13:34:08 2018 
this is log msg 4627 Fri Nov  9 13:34:08 2018 
this is log msg 4628 Fri Nov  9 13:34:08 2018 
this is log msg 4629 Fri Nov  9 13:34:08 2018 
this is log msg 4630 Fri Nov  9 13:34:08 2018 
this is log msg 4631 Fri Nov  9 13:34:08 2018 
this is log msg 4632 Fri Nov  9 13:34:08 2018 
this is log msg 4633 Fri Nov  9 13:34:08 2018 
this is log msg 4634 Fri Nov  9 13:34:09 2018 
this is log msg 4635 Fri Nov  9 13:34:09 2018 
this is log msg 4636 Fri Nov  9 13:34:09 2018 
this is log msg 4637 Fri Nov  9 13:34:09 2018 
this is log msg 4638 Fri Nov  9 13:34:09 2018 
this is log msg 4639 Fri Nov  9 13:34:09 2018 
this is log msg 4640 Fri Nov  9 13:34:09 2018 
this is log msg 4641 Fri Nov  9 13:34:09 2018 
this is log msg 4642 Fri Nov  9 13:34:09 2018 
this is log msg 4643 Fri Nov  9 13:34:09 2018 
this is log msg 4644 Fri Nov  9 13:34:10 2018 
this is log msg 4645 Fri Nov  9 13:34:10 2018 
this is log msg 4646 Fri Nov  9 13:34:10 2018 
this is log msg 4647 Fri Nov  9 13:34:10 2018 
this is log msg 4648 Fri Nov  9 13:34:10 2018 
this is log msg 4649 Fri Nov  9 13:34:10 2018 
this is log msg 4650 Fri Nov  9 13:34:10 2018 
this is log msg 4651 Fri Nov  9 13:34:10 2018 
this is log msg 4652 Fri Nov  9 13:34:10 2018 
this is log msg 4653 Fri Nov  9 13:34:11 2018 
this is log msg 4654 Fri Nov  9 13:34:11 2018 
this is log msg 4655 Fri Nov  9 13:34:11 2018 
this is log msg 4656 Fri Nov  9 13:34:11 2018 
this is log msg 4657 Fri Nov  9 13:34:11 2018 
this is log msg 4658 Fri Nov  9 13:34:11 2018 
this is log msg 4659 Fri Nov  9 13:34:11 2018 
this is log msg 4660 Fri Nov  9 13:34:11 2018 
this is log msg 4661 Fri Nov  9 13:34:11 2018 
this is log msg 4662 Fri Nov  9 13:34:11 2018 
this is log msg 4663 Fri Nov  9 13:34:12 2018 
this is log msg 4664 Fri Nov  9 13:34:12 2018 
this is log msg 4665 Fri Nov  9 13:34:12 2018 
this is log msg 4666 Fri Nov  9 13:34:12 2018 
this is log msg 4667 Fri Nov  9 13:34:12 2018 
this is log msg 4668 Fri Nov  9 13:34:12 2018 
this is log msg 4669 Fri Nov  9 13:34:12 2018 
this is log msg 4670 Fri Nov  9 13:34:12 2018 
this is log msg 4671 Fri Nov  9 13:34:12 2018 
this is log msg 4672 Fri Nov  9 13:34:12 2018 
this is log msg 4673 Fri Nov  9 13:34:13 2018 
this is log msg 4674 Fri Nov  9 13:34:13 2018 
this is log msg 4675 Fri Nov  9 13:34:13 2018 
this is log msg 4676 Fri Nov  9 13:34:13 2018 
this is log msg 4677 Fri Nov  9 13:34:13 2018 
this is log msg 4678 Fri Nov  9 13:34:13 2018 
this is log msg 4679 Fri Nov  9 13:34:13 2018 
this is log msg 4680 Fri Nov  9 13:34:13 2018 
this is log msg 4681 Fri Nov  9 13:34:13 2018 
this is log msg 4682 Fri Nov  9 13:34:14 2018 
this is log msg 4683 Fri Nov  9 13:34:14 2018 
this is log msg 4684 Fri Nov  9 13:34:14 2018 
this is log msg 4685 Fri Nov  9 13:34:14 2018 
this is log msg 4686 Fri Nov  9 13:34:14 2018 
this is log msg 4687 Fri Nov  9 13:34:14 2018 
this is log msg 4688 Fri Nov  9 13:34:14 2018 
this is log msg 4689 Fri Nov  9 13:34:14 2018 
this is log msg 4690 Fri Nov  9 13:34:14 2018 
this is log msg 4691 Fri Nov  9 13:34:14 2018 
this is log msg 4692 Fri Nov  9 13:34:15 2018 
this is log msg 4693 Fri Nov  9 13:34:15 2018 
this is log msg 4694 Fri Nov  9 13:34:15 2018 
this is log msg 4695 Fri Nov  9 13:34:15 2018 
this is log msg 4696 Fri Nov  9 13:34:15 2018 
this is log msg 4697 Fri Nov  9 13:34:15 2018 
this is log msg 4698 Fri Nov  9 13:34:15 2018 
this is log msg 4699 Fri Nov  9 13:34:15 2018 
this is log msg 4700 Fri Nov  9 13:34:15 2018 
this is log msg 4701 Fri Nov  9 13:34:15 2018 
this is log msg 4702 Fri Nov  9 13:34:16 2018 
this is log msg 4703 Fri Nov  9 13:34:16 2018 
this is log msg 4704 Fri Nov  9 13:34:16 2018 
this is log msg 4705 Fri Nov  9 13:34:16 2018 
this is log msg 4706 Fri Nov  9 13:34:16 2018 
this is log msg 4707 Fri Nov  9 13:34:16 2018 
this is log msg 4708 Fri Nov  9 13:34:16 2018 
this is log msg 4709 Fri Nov  9 13:34:16 2018 
this is log msg 4710 Fri Nov  9 13:34:16 2018 
this is log msg 4711 Fri Nov  9 13:34:17 2018 
this is log msg 4712 Fri Nov  9 13:34:17 2018 
this is log msg 4713 Fri Nov  9 13:34:17 2018 
this is log msg 4714 Fri Nov  9 13:34:17 2018 
this is log msg 4715 Fri Nov  9 13:34:17 2018 
this is log msg 4716 Fri Nov  9 13:34:17 2018 
this is log msg 4717 Fri Nov  9 13:34:17 2018 
this is log msg 4718 Fri Nov  9 13:34:17 2018 
this is log msg 4719 Fri Nov  9 13:34:17 2018 
this is log msg 4720 Fri Nov  9 13:34:17 2018 
this is log msg 4721 Fri Nov  9 13:34:18 2018 
this is log msg 4722 Fri Nov  9 13:34:18 2018 
this is log msg 4723 Fri Nov  9 13:34:18 2018 
this is log msg 4724 Fri Nov  9 13:34:18 2018 
this is log msg 4725 Fri Nov  9 13:34:18 2018 
this is log msg 4726 Fri Nov  9 13:34:18 2018 
this is log msg 4727 Fri Nov  9 13:34:18 2018 
this is log msg 4728 Fri Nov  9 13:34:18 2018 
this is log msg 4729 Fri Nov  9 13:34:18 2018 
this is log msg 4730 Fri Nov  9 13:34:18 2018 
this is log msg 4731 Fri Nov  9 13:34:19 2018 
this is log msg 4732 Fri Nov  9 13:34:19 2018 
this is log msg 4733 Fri Nov  9 13:34:19 2018 
this is log msg 4734 Fri Nov  9 13:34:19 2018 
this is log msg 4735 Fri Nov  9 13:34:19 2018 
this is log msg 4736 Fri Nov  9 13:34:19 2018 
this is log msg 4737 Fri Nov  9 13:34:19 2018 
this is log msg 4738 Fri Nov  9 13:34:19 2018 
this is log msg 4739 Fri Nov  9 13:34:19 2018 
this is log msg 4740 Fri Nov  9 13:34:20 2018 
this is log msg 4741 Fri Nov  9 13:34:20 2018 
this is log msg 4742 Fri Nov  9 13:34:20 2018 
this is log msg 4743 Fri Nov  9 13:34:20 2018 
this is log msg 4744 Fri Nov  9 13:34:20 2018 
this is log msg 4745 Fri Nov  9 13:34:20 2018 
this is log msg 4746 Fri Nov  9 13:34:20 2018 
this is log msg 4747 Fri Nov  9 13:34:20 2018 
this is log msg 4748 Fri Nov  9 13:34:20 2018 
this is log msg 4749 Fri Nov  9 13:34:20 2018 
this is log msg 4750 Fri Nov  9 13:34:21 2018 
this is log msg 4751 Fri Nov  9 13:34:21 2018 
this is log msg 4752 Fri Nov  9 13:34:21 2018 
this is log msg 4753 Fri Nov  9 13:34:21 2018 
this is log msg 4754 Fri Nov  9 13:34:21 2018 
this is log msg 4755 Fri Nov  9 13:34:21 2018 
this is log msg 4756 Fri Nov  9 13:34:21 2018 
this is log msg 4757 Fri Nov  9 13:34:21 2018 
this is log msg 4758 Fri Nov  9 13:34:21 2018 
this is log msg 4759 Fri Nov  9 13:34:21 2018 
this is log msg 4760 Fri Nov  9 13:34:22 2018 
this is log msg 4761 Fri Nov  9 13:34:22 2018 
this is log msg 4762 Fri Nov  9 13:34:22 2018 
this is log msg 4763 Fri Nov  9 13:34:22 2018 
this is log msg 4764 Fri Nov  9 13:34:22 2018 
this is log msg 4765 Fri Nov  9 13:34:22 2018 
this is log msg 4766 Fri Nov  9 13:34:22 2018 
this is log msg 4767 Fri Nov  9 13:34:22 2018 
this is log msg 4768 Fri Nov  9 13:34:22 2018 
this is log msg 4769 Fri Nov  9 13:34:22 2018 
this is log msg 4770 Fri Nov  9 13:34:23 2018 
this is log msg 4771 Fri Nov  9 13:34:23 2018 
this is log msg 4772 Fri Nov  9 13:34:23 2018 
this is log msg 4773 Fri Nov  9 13:34:23 2018 
this is log msg 4774 Fri Nov  9 13:34:23 2018 
this is log msg 4775 Fri Nov  9 13:34:23 2018 
this is log msg 4776 Fri Nov  9 13:34:23 2018 
this is log msg 4777 Fri Nov  9 13:34:23 2018 
this is log msg 4778 Fri Nov  9 13:34:23 2018 
this is log msg 4779 Fri Nov  9 13:34:24 2018 
this is log msg 4780 Fri Nov  9 13:34:24 2018 
this is log msg 4781 Fri Nov  9 13:34:24 2018 
this is log msg 4782 Fri Nov  9 13:34:24 2018 
this is log msg 4783 Fri Nov  9 13:34:24 2018 
this is log msg 4784 Fri Nov  9 13:34:24 2018 
this is log msg 4785 Fri Nov  9 13:34:24 2018 
this is log msg 4786 Fri Nov  9 13:34:24 2018 
this is log msg 4787 Fri Nov  9 13:34:24 2018 
this is log msg 4788 Fri Nov  9 13:34:24 2018 
this is log msg 4789 Fri Nov  9 13:34:25 2018 
this is log msg 4790 Fri Nov  9 13:34:25 2018 
this is log msg 4791 Fri Nov  9 13:34:25 2018 
this is log msg 4792 Fri Nov  9 13:34:25 2018 
this is log msg 4793 Fri Nov  9 13:34:25 2018 
this is log msg 4794 Fri Nov  9 13:34:25 2018 
this is log msg 4795 Fri Nov  9 13:34:25 2018 
this is log msg 4796 Fri Nov  9 13:34:25 2018 
this is log msg 4797 Fri Nov  9 13:34:25 2018 
this is log msg 4798 Fri Nov  9 13:34:25 2018 
this is log msg 4799 Fri Nov  9 13:34:26 2018 
this is log msg 4800 Fri Nov  9 13:34:26 2018 
this is log msg 4801 Fri Nov  9 13:34:26 2018 
this is log msg 4802 Fri Nov  9 13:34:26 2018 
this is log msg 4803 Fri Nov  9 13:34:26 2018 
this is log msg 4804 Fri Nov  9 13:34:26 2018 
this is log msg 4805 Fri Nov  9 13:34:26 2018 
this is log msg 4806 Fri Nov  9 13:34:26 2018 
this is log msg 4807 Fri Nov  9 13:34:26 2018 
this is log msg 4808 Fri Nov  9 13:34:27 2018 
this is log msg 4809 Fri Nov  9 13:34:27 2018 
this is log msg 4810 Fri Nov  9 13:34:27 2018 
this is log msg 4811 Fri Nov  9 13:34:27 2018 
this is log msg 4812 Fri Nov  9 13:34:27 2018 
this is log msg 4813 Fri Nov  9 13:34:27 2018 
this is log msg 4814 Fri Nov  9 13:34:27 2018 
this is log msg 4815 Fri Nov  9 13:34:27 2018 
this is log msg 4816 Fri Nov  9 13:34:27 2018 
this is log msg 4817 Fri Nov  9 13:34:27 2018 
this is log msg 4818 Fri Nov  9 13:34:28 2018 
this is log msg 4819 Fri Nov  9 13:34:28 2018 
this is log msg 4820 Fri Nov  9 13:34:28 2018 
this is log msg 4821 Fri Nov  9 13:34:28 2018 
this is log msg 4822 Fri Nov  9 13:34:28 2018 
this is log msg 4823 Fri Nov  9 13:34:28 2018 
this is log msg 4824 Fri Nov  9 13:34:28 2018 
this is log msg 4825 Fri Nov  9 13:34:28 2018 
this is log msg 4826 Fri Nov  9 13:34:28 2018 
this is log msg 4827 Fri Nov  9 13:34:28 2018 
this is log msg 4828 Fri Nov  9 13:34:29 2018 
this is log msg 4829 Fri Nov  9 13:34:29 2018 
this is log msg 4830 Fri Nov  9 13:34:29 2018 
this is log msg 4831 Fri Nov  9 13:34:29 2018 
this is log msg 4832 Fri Nov  9 13:34:29 2018 
this is log msg 4833 Fri Nov  9 13:34:29 2018 
this is log msg 4834 Fri Nov  9 13:34:29 2018 
this is log msg 4835 Fri Nov  9 13:34:29 2018 
this is log msg 4836 Fri Nov  9 13:34:29 2018 
this is log msg 4837 Fri Nov  9 13:34:30 2018 
this is log msg 4838 Fri Nov  9 13:34:30 2018 
this is log msg 4839 Fri Nov  9 13:34:30 2018 
this is log msg 4840 Fri Nov  9 13:34:30 2018 
this is log msg 4841 Fri Nov  9 13:34:30 2018 
this is log msg 4842 Fri Nov  9 13:34:30 2018 
this is log msg 4843 Fri Nov  9 13:34:30 2018 
this is log msg 4844 Fri Nov  9 13:34:30 2018 
this is log msg 4845 Fri Nov  9 13:34:30 2018 
this is log msg 4846 Fri Nov  9 13:34:30 2018 
this is log msg 4847 Fri Nov  9 13:34:31 2018 
this is log msg 4848 Fri Nov  9 13:34:31 2018 
this is log msg 4849 Fri Nov  9 13:34:31 2018 
this is log msg 4850 Fri Nov  9 13:34:31 2018 
this is log msg 4851 Fri Nov  9 13:34:31 2018 
this is log msg 4852 Fri Nov  9 13:34:31 2018 
this is log msg 4853 Fri Nov  9 13:34:31 2018 
this is log msg 4854 Fri Nov  9 13:34:31 2018 
this is log msg 4855 Fri Nov  9 13:34:31 2018 
this is log msg 4856 Fri Nov  9 13:34:31 2018 
this is log msg 4857 Fri Nov  9 13:34:32 2018 
this is log msg 4858 Fri Nov  9 13:34:32 2018 
this is log msg 4859 Fri Nov  9 13:34:32 2018 
this is log msg 4860 Fri Nov  9 13:34:32 2018 
this is log msg 4861 Fri Nov  9 13:34:32 2018 
this is log msg 4862 Fri Nov  9 13:34:32 2018 
this is log msg 4863 Fri Nov  9 13:34:32 2018 
this is log msg 4864 Fri Nov  9 13:34:32 2018 
this is log msg 4865 Fri Nov  9 13:34:32 2018 
this is log msg 4866 Fri Nov  9 13:34:32 2018 
this is log msg 4867 Fri Nov  9 13:34:33 2018 
this is log msg 4868 Fri Nov  9 13:34:33 2018 
this is log msg 4869 Fri Nov  9 13:34:33 2018 
this is log msg 4870 Fri Nov  9 13:34:33 2018 
this is log msg 4871 Fri Nov  9 13:34:33 2018 
this is log msg 4872 Fri Nov  9 13:34:33 2018 
this is log msg 4873 Fri Nov  9 13:34:33 2018 
this is log msg 4874 Fri Nov  9 13:34:33 2018 
this is log msg 4875 Fri Nov  9 13:34:33 2018 
this is log msg 4876 Fri Nov  9 13:34:33 2018 
this is log msg 4877 Fri Nov  9 13:34:34 2018 
this is log msg 4878 Fri Nov  9 13:34:34 2018 
this is log msg 4879 Fri Nov  9 13:34:34 2018 
this is log msg 4880 Fri Nov  9 13:34:34 2018 
this is log msg 4881 Fri Nov  9 13:34:34 2018 
this is log msg 4882 Fri Nov  9 13:34:34 2018 
this is log msg 4883 Fri Nov  9 13:34:34 2018 
